taxlevel,taxid,taxa,W134-25PVC-3-17_kraken2_bracken_genuses.report,W133-25PVC-2-17_kraken2_bracken_genuses.report,W132-25PVC-1-17_kraken2_bracken_genuses.report,W131-25PET-3-17_kraken2_bracken_genuses.report,W130-25PET-2-17_kraken2_bracken_genuses.report,W129-25PET-1-17_kraken2_bracken_genuses.report,W128-25PE0.6-3-17_kraken2_bracken_genuses.report,W127-25PE0.6-2-17_kraken2_bracken_genuses.report,W126-25PE0.6-1-17_kraken2_bracken_genuses.report,W125-25S-3-17_kraken2_bracken_genuses.report,W124-25S-2-17_kraken2_bracken_genuses.report,W123-25S-1-17_kraken2_bracken_genuses.report,Q66-25S-3-0_kraken2_bracken_genuses.report,Q65-25S-2-0_kraken2_bracken_genuses.report,Q64-25S-1-0_kraken2_bracken_genuses.report,Q63-25PVC-3-11_kraken2_bracken_genuses.report,Q62-25PVC-2-11_kraken2_bracken_genuses.report,Q61-25PVC-1-11_kraken2_bracken_genuses.report,Q60-25PET-3-11_kraken2_bracken_genuses.report,Q59-25PET-2-11_kraken2_bracken_genuses.report,Q58-25PET-1-11_kraken2_bracken_genuses.report,Q57-25PE0.6-3-11_kraken2_bracken_genuses.report,Q56-25PE0.6-2-11_kraken2_bracken_genuses.report,Q55-25PE0.6-1-11_kraken2_bracken_genuses.report,Q54-25S-3-11_kraken2_bracken_genuses.report,Q53-25S-2-11_kraken2_bracken_genuses.report,Q52-25S-1-11_kraken2_bracken_genuses.report,Q51-25PVC-3-3_kraken2_bracken_genuses.report,Q50-25PVC-2-3_kraken2_bracken_genuses.report,Q49-25PVC-1-3_kraken2_bracken_genuses.report,Q48-25PET-3-3_kraken2_bracken_genuses.report,Q47-25PET-2-3_kraken2_bracken_genuses.report,Q46-25PET-1-3_kraken2_bracken_genuses.report,Q45-25PE0.6-3-3_kraken2_bracken_genuses.report,Q44-25PE0.6-2-3_kraken2_bracken_genuses.report,Q43-25PE0.6-1-3_kraken2_bracken_genuses.report,Q42-25S-3-3_kraken2_bracken_genuses.report,Q41-25S-2-3_kraken2_bracken_genuses.report,Q40-25S-1-3_kraken2_bracken_genuses.report,Q34-25PE0.1-2-11_kraken2_bracken_genuses.report,Q33-25PE0.1-1-11_kraken2_bracken_genuses.report,Q32-25PE0.1-2-3_kraken2_bracken_genuses.report,Q31-25PE0.1-1-3_kraken2_bracken_genuses.report
O,135623,            Vibrionales,102.0,86.0,105.0,169.0,224.0,158.0,384.0,8649.0,197.0,401.0,297.0,353.0,558.0,375.0,4796.0,41.0,43.0,49.0,150.0,241.0,241.0,287.0,231.0,527.0,186.0,456.0,272.0,83.0,106.0,110.0,245.0,245.0,164.0,179.0,350.0,242.0,211.0,236.0,183.0,152.0,193.0,228.0,202.0
O,135624,            Aeromonadales,1176.0,2588.0,1032.0,4598.0,1858.0,4353.0,9983.0,4708.0,658.0,7796.0,2764.0,1016.0,5174.0,5217.0,10764.0,1165.0,562.0,1116.0,753.0,2038.0,1333.0,635.0,1650.0,7135.0,561.0,1756.0,546.0,4859.0,6540.0,5448.0,7701.0,4571.0,1276.0,1399.0,4017.0,3195.0,4985.0,1093.0,3974.0,1913.0,768.0,1272.0,2453.0
O,135625,            Pasteurellales,,20.0,,43.0,,,,,,2.0,,,11.0,,83.0,29.0,,,63.0,,,11.0,,,,,92.0,,15.0,,,16.0,21.0,18.0,,,,,,,,,
G,135858,                Catenibacterium,,,,,,,,,,,,,,,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,136099,                Knoellia,3154.0,3487.0,3941.0,1780.0,932.0,946.0,1533.0,922.0,637.0,1027.0,795.0,847.0,1724.0,1506.0,1484.0,6335.0,4856.0,6424.0,1456.0,957.0,592.0,840.0,695.0,529.0,749.0,642.0,780.0,10092.0,10457.0,10135.0,1461.0,1062.0,956.0,1016.0,953.0,883.0,874.0,719.0,765.0,1161.0,1379.0,1934.0,2001.0
G,137583,                Thalassomonas,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,138117,                Quatrionicoccus,,16.0,14.0,14.0,,21.0,35.0,,,17.0,,19.0,51.0,44.0,54.0,,6.0,,,,,,40.0,21.0,19.0,,,28.0,7.0,58.0,,,22.0,,24.0,,13.0,40.0,42.0,,,19.0,44.0
G,141450,                Oleiphilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,10.0
G,141948,                Thermomonas,380828.0,300014.0,194135.0,435641.0,255056.0,272356.0,149149.0,87816.0,103141.0,55586.0,49782.0,49188.0,14202.0,13768.0,12991.0,1576643.0,1200055.0,1203961.0,530552.0,541826.0,554457.0,429563.0,341206.0,337019.0,236190.0,249831.0,278593.0,886254.0,941778.0,620302.0,362883.0,451495.0,370377.0,397887.0,334097.0,306100.0,241126.0,241523.0,220606.0,360350.0,377065.0,464673.0,352447.0
P,142182,          Gemmatimonadota,2049.0,3453.0,3114.0,5151.0,5787.0,5918.0,10484.0,8226.0,5201.0,7054.0,7353.0,7255.0,6813.0,5854.0,6044.0,753.0,667.0,1061.0,3031.0,2381.0,1990.0,4335.0,3165.0,2989.0,3112.0,3840.0,2800.0,1144.0,1473.0,2148.0,3597.0,2139.0,3476.0,3621.0,3930.0,2994.0,4152.0,4100.0,4638.0,2657.0,3820.0,2526.0,4514.0
G,142577,                Prauserella,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,6.0,,,
F,143067,                Methanotrichaceae,6.0,3.0,,3.0,2.0,13.0,20.0,3.0,5.0,18.0,7.0,10.0,44.0,28.0,31.0,,6.0,3.0,6.0,2.0,5.0,4.0,8.0,8.0,6.0,13.0,10.0,44.0,14.0,8.0,,7.0,11.0,14.0,9.0,6.0,6.0,11.0,18.0,22.0,6.0,12.0,3.0
G,143222,                    Salegentibacter,,,,,85.0,,,,,,,,,,,,,,,6.0,191.0,10.0,,,,67.0,,9.0,13.0,,,19.0,,,33.0,,,26.0,,,,3.0,
F,143786,              Brachyspiraceae,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
G,145260,                  Methanothermobacter,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,2.0
F,145357,              Dermacoccaceae,43.0,62.0,31.0,47.0,24.0,23.0,83.0,22.0,3.0,8.0,23.0,7.0,125.0,83.0,,32.0,34.0,50.0,58.0,35.0,7.0,4.0,23.0,32.0,,44.0,43.0,100.0,64.0,88.0,55.0,28.0,35.0,46.0,34.0,19.0,10.0,36.0,79.0,17.0,27.0,31.0,29.0
F,145358,              Bogoriellaceae,173.0,210.0,163.0,196.0,290.0,187.0,540.0,341.0,207.0,300.0,228.0,254.0,640.0,576.0,624.0,168.0,104.0,143.0,204.0,136.0,88.0,210.0,202.0,142.0,128.0,161.0,219.0,251.0,248.0,228.0,159.0,110.0,195.0,250.0,145.0,182.0,164.0,299.0,143.0,233.0,123.0,175.0,261.0
F,145360,              Sanguibacteraceae,,15.0,12.0,,,12.0,15.0,,11.0,5.0,,,19.0,23.0,17.0,10.0,3.0,10.0,11.0,11.0,,,2.0,,,,14.0,9.0,11.0,8.0,14.0,3.0,8.0,11.0,13.0,,27.0,,3.0,5.0,4.0,10.0,21.0
G,146784,                Bacteriovorax,,,,,,,,,,,,,9.0,3.0,,,,7.0,,,,,,,,,,5.0,3.0,2.0,,,,,4.0,,,,,,,,
G,146785,                  Thermosynechococcus,,,,7.0,4.0,3.0,,2.0,,,,2.0,21.0,,,,,,,,,,3.0,2.0,,,,3.0,5.0,,3.0,,2.0,,,2.0,,3.0,10.0,,,,
G,146805,                Phocoenobacter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,
G,146918,                    Salinibacter,57.0,61.0,29.0,3.0,8.0,14.0,10.0,7.0,10.0,9.0,12.0,13.0,6.0,2.0,5.0,10.0,15.0,8.0,3.0,2.0,5.0,8.0,5.0,,5.0,8.0,7.0,5.0,,3.0,,3.0,7.0,3.0,3.0,2.0,6.0,6.0,3.0,7.0,6.0,3.0,3.0
G,146936,                Azonexus,34.0,161.0,31.0,92.0,179.0,82.0,475.0,604.0,533.0,143.0,73.0,541.0,689.0,477.0,749.0,44.0,57.0,70.0,95.0,151.0,73.0,184.0,470.0,400.0,101.0,63.0,110.0,110.0,151.0,89.0,330.0,172.0,264.0,114.0,183.0,139.0,288.0,78.0,245.0,32.0,162.0,133.0,115.0
G,146937,                Azospira,458.0,1013.0,677.0,738.0,1473.0,1242.0,3306.0,1962.0,1113.0,1984.0,2682.0,2740.0,4277.0,3375.0,4898.0,160.0,164.0,241.0,1132.0,721.0,682.0,1178.0,877.0,661.0,966.0,1046.0,520.0,424.0,651.0,625.0,1487.0,779.0,1059.0,1809.0,1167.0,1473.0,1511.0,2139.0,1842.0,553.0,993.0,808.0,1691.0
G,147067,                Thermobispora,9.0,,13.0,10.0,5.0,26.0,38.0,8.0,15.0,30.0,9.0,20.0,44.0,40.0,46.0,8.0,11.0,9.0,13.0,4.0,14.0,10.0,8.0,45.0,6.0,,12.0,24.0,13.0,18.0,12.0,8.0,7.0,14.0,11.0,,27.0,,25.0,12.0,17.0,12.0,11.0
G,149698,                  Massilia,894.0,1146.0,2784.0,3656.0,2571.0,2800.0,2731.0,1969.0,1783.0,1779.0,1580.0,2088.0,13257.0,10008.0,8297.0,897.0,2246.0,6664.0,9932.0,10229.0,9015.0,7348.0,4685.0,4405.0,1951.0,2634.0,2672.0,3866.0,11278.0,23731.0,64983.0,68788.0,58932.0,41008.0,32222.0,24898.0,17870.0,18459.0,15445.0,4970.0,3606.0,61535.0,36294.0
G,150203,                Blastomonas,27853.0,23258.0,24498.0,33600.0,25899.0,27532.0,21079.0,24454.0,23475.0,17855.0,15474.0,14887.0,1627.0,1126.0,1193.0,37707.0,37904.0,39597.0,39772.0,34886.0,43744.0,42875.0,36781.0,38420.0,30172.0,31850.0,32755.0,21552.0,25225.0,22795.0,31586.0,40080.0,33626.0,34179.0,32865.0,30395.0,28718.0,27813.0,27232.0,38688.0,38558.0,43207.0,30221.0
G,150830,                Roseibium,74.0,140.0,86.0,115.0,99.0,181.0,180.0,164.0,83.0,254.0,157.0,217.0,212.0,434.0,248.0,51.0,128.0,92.0,127.0,86.0,175.0,116.0,169.0,85.0,135.0,151.0,175.0,112.0,86.0,129.0,142.0,105.0,102.0,114.0,101.0,106.0,133.0,130.0,154.0,122.0,135.0,179.0,174.0
F,151341,              Polyomaviridae,,,,,,,,,23.0,22.0,,,14.0,,,3.0,3.0,,13.0,8.0,7.0,,7.0,13.0,14.0,14.0,,8.0,4.0,2.0,15.0,,10.0,13.0,9.0,12.0,,,,25.0,8.0,8.0,25.0
G,152053,                Starkeya,20.0,14.0,17.0,24.0,28.0,48.0,34.0,35.0,11.0,43.0,20.0,27.0,141.0,109.0,128.0,7.0,11.0,8.0,13.0,7.0,11.0,126.0,16.0,15.0,21.0,32.0,29.0,11.0,48.0,16.0,23.0,12.0,34.0,32.0,43.0,26.0,34.0,26.0,,20.0,32.0,27.0,18.0
G,152161,                Stappia,122.0,471.0,267.0,246.0,230.0,189.0,382.0,244.0,236.0,198.0,288.0,392.0,1443.0,738.0,1033.0,22.0,36.0,106.0,119.0,176.0,74.0,111.0,150.0,82.0,93.0,321.0,251.0,157.0,152.0,138.0,338.0,163.0,125.0,236.0,281.0,212.0,182.0,108.0,167.0,169.0,213.0,185.0,210.0
G,152180,                Ahrensia,,4.0,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,4.0,,,,2.0,,,2.0,2.0,
G,152267,                Pigmentiphaga,42.0,103.0,54.0,137.0,200.0,166.0,404.0,293.0,135.0,73.0,376.0,171.0,682.0,344.0,381.0,35.0,26.0,11.0,127.0,84.0,79.0,103.0,139.0,62.0,165.0,155.0,148.0,48.0,87.0,110.0,461.0,94.0,181.0,310.0,158.0,164.0,132.0,377.0,207.0,74.0,110.0,169.0,249.0
G,153135,                  Gammaretrovirus,,,,,,,,5.0,12.0,31.0,2.0,19.0,47.0,11.0,7.0,29.0,7.0,6.0,,2.0,13.0,7.0,21.0,14.0,24.0,5.0,12.0,8.0,17.0,9.0,22.0,9.0,7.0,6.0,4.0,14.0,9.0,18.0,6.0,7.0,3.0,2.0,4.0
G,153232,                Oceanicaulis,4.0,,2.0,,3.0,2.0,,5.0,8.0,,2.0,,8.0,,,3.0,7.0,4.0,6.0,,13.0,5.0,4.0,4.0,3.0,,3.0,,,4.0,3.0,10.0,7.0,6.0,,5.0,3.0,,,4.0,3.0,2.0,7.0
G,153265,                    Aequorivita,15.0,13.0,16.0,11.0,14.0,13.0,14.0,4.0,38.0,44.0,34.0,61.0,26.0,18.0,9.0,3.0,9.0,15.0,,17.0,21.0,46.0,6.0,60.0,55.0,77.0,19.0,8.0,8.0,14.0,6.0,11.0,30.0,20.0,24.0,22.0,30.0,24.0,44.0,81.0,11.0,24.0,4.0
G,153497,                Kozakia,7.0,9.0,,8.0,,6.0,,,,,,,,,,9.0,,5.0,7.0,5.0,14.0,,17.0,,9.0,9.0,9.0,,,,,10.0,11.0,6.0,9.0,8.0,,,,10.0,,,9.0
G,154116,                Georgenia,173.0,210.0,163.0,196.0,290.0,187.0,540.0,341.0,207.0,300.0,228.0,254.0,640.0,576.0,624.0,168.0,104.0,143.0,204.0,136.0,88.0,210.0,202.0,142.0,128.0,161.0,219.0,251.0,248.0,228.0,159.0,110.0,195.0,250.0,145.0,182.0,164.0,299.0,143.0,233.0,123.0,175.0,261.0
G,155493,                Gallibacterium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,
G,155977,                  Acaryochloris,5.0,4.0,3.0,4.0,2.0,6.0,9.0,10.0,11.0,11.0,8.0,,18.0,3.0,4.0,,,,7.0,,8.0,,3.0,6.0,8.0,,3.0,2.0,,,5.0,,,3.0,,2.0,,,6.0,3.0,12.0,4.0,6.0
G,156885,                Thioflavicoccus,6.0,18.0,12.0,31.0,30.0,13.0,27.0,15.0,16.0,20.0,28.0,23.0,125.0,47.0,48.0,5.0,9.0,11.0,12.0,7.0,9.0,10.0,16.0,7.0,14.0,10.0,21.0,18.0,10.0,15.0,30.0,8.0,27.0,29.0,36.0,16.0,38.0,32.0,29.0,14.0,22.0,14.0,30.0
G,156973,                    Dysgonomonas,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,15.0
G,156993,                    Reichenbachiella,50.0,56.0,25.0,,5.0,7.0,13.0,,5.0,,,,,5.0,,,16.0,,,11.0,11.0,,,9.0,,23.0,,3.0,,,6.0,,6.0,7.0,,,,,9.0,,,,
G,157226,                Jeotgalibacillus,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
G,157591,                Sterolibacterium,37.0,188.0,102.0,184.0,70.0,122.0,206.0,160.0,247.0,112.0,219.0,320.0,555.0,734.0,584.0,,,28.0,87.0,53.0,69.0,102.0,29.0,,80.0,62.0,,28.0,38.0,78.0,120.0,58.0,96.0,81.0,252.0,51.0,150.0,112.0,253.0,42.0,61.0,27.0,123.0
G,157913,                  Azorhizophilus,,11.0,5.0,15.0,28.0,14.0,40.0,,,,22.0,,86.0,71.0,79.0,,,,22.0,11.0,9.0,,,,,15.0,15.0,7.0,8.0,8.0,,7.0,12.0,8.0,9.0,,24.0,14.0,19.0,7.0,20.0,14.0,20.0
G,157920,                Cellulosimicrobium,8.0,37.0,15.0,14.0,12.0,6.0,28.0,27.0,4.0,19.0,7.0,68.0,20.0,29.0,11.0,6.0,2.0,8.0,8.0,3.0,6.0,23.0,21.0,,11.0,28.0,3.0,35.0,27.0,22.0,20.0,7.0,50.0,8.0,9.0,20.0,24.0,2.0,24.0,,3.0,18.0,12.0
G,158481,                Hahella,12.0,,,,,16.0,20.0,21.0,21.0,24.0,8.0,36.0,65.0,13.0,26.0,2.0,,,,,,12.0,5.0,34.0,5.0,29.0,,2.0,2.0,,3.0,14.0,,5.0,5.0,12.0,5.0,8.0,13.0,,,3.0,7.0
G,158483,                Cedecea,,,,,,36.0,36.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
G,158846,                Megamonas,,,,,,,,,,,,,,,69.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,158876,                Yokenella,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,159191,                  Nodularia,,,,,,,2.0,,,,,,9.0,,10.0,,,,,,,,,,,,,,,,,,4.0,,2.0,,,,,,,,
G,160674,                  Raoultella,,,104.0,316.0,,,61.0,,390.0,,,,,620.0,,,,73.0,106.0,,,,,,121.0,,,62.0,,,,,,,3.0,,334.0,,,,,,2.0
G,160795,                Ureibacillus,26.0,23.0,27.0,28.0,42.0,4.0,2.0,52.0,76.0,87.0,6.0,56.0,260.0,84.0,72.0,15.0,7.0,6.0,45.0,115.0,67.0,101.0,26.0,49.0,204.0,81.0,110.0,7.0,13.0,2.0,24.0,102.0,91.0,32.0,13.0,27.0,33.0,108.0,60.0,92.0,26.0,11.0,25.0
G,161492,                  Anaeromyxobacter,8333.0,14883.0,12772.0,29550.0,34510.0,35332.0,61522.0,37953.0,19392.0,32097.0,37545.0,37264.0,50206.0,39142.0,43429.0,4447.0,2519.0,4207.0,14992.0,11011.0,4818.0,14982.0,9632.0,5286.0,13634.0,17991.0,13281.0,12769.0,14313.0,20668.0,23574.0,8637.0,17739.0,20324.0,20519.0,18341.0,28817.0,27351.0,30413.0,10716.0,19649.0,9139.0,32988.0
G,162027,                Haliangium,30.0,52.0,64.0,351.0,272.0,220.0,380.0,316.0,207.0,378.0,353.0,300.0,970.0,639.0,749.0,20.0,32.0,61.0,344.0,255.0,252.0,286.0,218.0,254.0,317.0,393.0,400.0,38.0,48.0,96.0,220.0,154.0,236.0,287.0,220.0,198.0,286.0,320.0,417.0,245.0,244.0,146.0,306.0
G,162171,                Magnetococcus,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,2.0,,,
G,162491,                Oerskovia,,11.0,,23.0,,,15.0,,,,,43.0,23.0,24.0,36.0,11.0,,8.0,,,12.0,,14.0,16.0,,16.0,24.0,61.0,37.0,49.0,10.0,14.0,,10.0,,,,,,,18.0,9.0,
G,165301,                Lentzea,17.0,33.0,6.0,26.0,15.0,26.0,45.0,12.0,7.0,30.0,52.0,41.0,90.0,72.0,43.0,12.0,16.0,13.0,4.0,20.0,8.0,35.0,,3.0,25.0,52.0,18.0,24.0,35.0,51.0,19.0,7.0,,23.0,42.0,19.0,32.0,6.0,56.0,18.0,22.0,10.0,29.0
G,165695,                Sphingobium,467082.0,423231.0,444501.0,871159.0,766521.0,838715.0,566615.0,564649.0,605148.0,469898.0,402016.0,381150.0,74658.0,61819.0,66673.0,557207.0,576236.0,576199.0,948581.0,872685.0,1053039.0,990009.0,855602.0,880803.0,744230.0,802758.0,827671.0,242938.0,278789.0,277163.0,613902.0,776781.0,730618.0,714520.0,665510.0,658548.0,603105.0,587261.0,578700.0,915941.0,896383.0,861833.0,668326.0
G,165696,                Novosphingobium,120282.0,101079.0,108992.0,231659.0,197399.0,205695.0,148904.0,172262.0,197800.0,176881.0,138684.0,137380.0,15886.0,14708.0,15413.0,142420.0,155803.0,161263.0,316783.0,261582.0,346061.0,319926.0,276017.0,290732.0,243902.0,258421.0,266403.0,72523.0,88772.0,84699.0,197760.0,277181.0,257353.0,248030.0,232879.0,217621.0,188027.0,193031.0,184065.0,297585.0,283838.0,319330.0,207527.0
G,165697,                Sphingopyxis,967957.0,829869.0,836075.0,1010398.0,797707.0,837123.0,594458.0,657363.0,651236.0,369103.0,310310.0,311550.0,39676.0,34970.0,38543.0,1424230.0,1392434.0,1363576.0,1200629.0,1043295.0,1314934.0,1234919.0,1035016.0,1148200.0,795719.0,838258.0,863045.0,931194.0,1029357.0,881612.0,918169.0,1136581.0,1015615.0,1038501.0,978360.0,900396.0,800210.0,780977.0,753474.0,1042277.0,1017874.0,1299195.0,946642.0
G,165779,                Anaerococcus,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,
G,165812,                Sporanaerobacter,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,
G,166953,                Kaistia,31.0,40.0,58.0,31.0,56.0,44.0,44.0,55.0,34.0,70.0,37.0,116.0,216.0,99.0,370.0,34.0,43.0,34.0,33.0,25.0,25.0,76.0,26.0,28.0,31.0,10.0,33.0,48.0,30.0,84.0,39.0,20.0,36.0,62.0,53.0,14.0,65.0,57.0,89.0,40.0,50.0,51.0,55.0
G,167375,                  Cyanobium,1522.0,1535.0,1877.0,2088.0,2466.0,2575.0,2329.0,3009.0,2927.0,4075.0,2968.0,3184.0,10116.0,8583.0,9002.0,1556.0,1604.0,1605.0,2553.0,2365.0,2850.0,3442.0,2790.0,2905.0,3163.0,3395.0,3592.0,1753.0,1995.0,2302.0,2611.0,2487.0,2952.0,3175.0,3101.0,2867.0,3548.0,3190.0,3071.0,2820.0,2931.0,3361.0,3083.0
G,168470,                Laribacter,275.0,,283.0,449.0,,548.0,846.0,803.0,236.0,429.0,495.0,501.0,338.0,1558.0,1280.0,,83.0,,350.0,,194.0,1203.0,93.0,369.0,382.0,174.0,383.0,115.0,71.0,,163.0,146.0,227.0,416.0,172.0,,217.0,425.0,664.0,163.0,274.0,332.0,188.0
G,168694,                Salinispora,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,16.0,,,,,,,,,
G,168934,                Thalassospira,24.0,37.0,38.0,17.0,31.0,38.0,20.0,16.0,28.0,63.0,29.0,41.0,84.0,3.0,6.0,15.0,19.0,13.0,36.0,28.0,22.0,8.0,56.0,50.0,18.0,91.0,86.0,13.0,22.0,43.0,23.0,26.0,45.0,28.0,29.0,8.0,9.0,7.0,59.0,41.0,45.0,52.0,69.0
G,169055,                Nordella,60.0,101.0,101.0,143.0,105.0,171.0,172.0,151.0,114.0,158.0,219.0,229.0,497.0,512.0,476.0,46.0,61.0,47.0,129.0,108.0,89.0,131.0,89.0,83.0,139.0,125.0,111.0,92.0,97.0,113.0,144.0,105.0,114.0,149.0,122.0,128.0,165.0,179.0,146.0,121.0,137.0,130.0,154.0
G,169133,                Citricoccus,15.0,9.0,32.0,33.0,51.0,10.0,19.0,9.0,,31.0,2.0,31.0,112.0,79.0,8.0,13.0,29.0,11.0,32.0,29.0,5.0,25.0,11.0,9.0,32.0,5.0,31.0,72.0,60.0,98.0,21.0,25.0,8.0,3.0,15.0,13.0,29.0,71.0,48.0,14.0,17.0,16.0,26.0
G,170610,                  Halomicronema,,,,,,,4.0,,,,,,13.0,,,3.0,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,3.0,
G,171163,                  Halosimplex,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,30.0,,,,,,,,,61.0,,,,
G,171436,                Tistrella,1066.0,1053.0,1314.0,674.0,667.0,725.0,1779.0,1336.0,1522.0,1641.0,1567.0,1304.0,3551.0,853.0,1751.0,809.0,1030.0,732.0,643.0,483.0,435.0,1168.0,851.0,995.0,937.0,1120.0,1004.0,554.0,417.0,545.0,609.0,472.0,593.0,774.0,805.0,696.0,965.0,760.0,522.0,859.0,1037.0,613.0,675.0
O,171549,                Bacteroidales,1805.0,1657.0,1805.0,4629.0,6311.0,6579.0,6491.0,1055.0,1718.0,2222.0,528.0,1197.0,2090.0,752.0,689.0,152.0,442.0,242.0,1189.0,1589.0,2161.0,1936.0,487.0,1290.0,1622.0,3283.0,1536.0,83.0,69.0,79.0,296.0,276.0,490.0,442.0,1197.0,498.0,822.0,689.0,1269.0,1448.0,1816.0,1046.0,296.0
F,171550,                  Rikenellaceae,86.0,82.0,198.0,116.0,436.0,210.0,628.0,30.0,179.0,252.0,169.0,133.0,313.0,228.0,323.0,51.0,56.0,79.0,534.0,164.0,530.0,164.0,131.0,452.0,356.0,838.0,591.0,38.0,56.0,30.0,118.0,97.0,23.0,45.0,320.0,159.0,47.0,279.0,554.0,106.0,17.0,27.0,118.0
F,171551,                  Porphyromonadaceae,34.0,,21.0,,81.0,75.0,22.0,21.0,26.0,98.0,,31.0,5.0,9.0,89.0,21.0,,,25.0,23.0,,,,,140.0,82.0,18.0,,,8.0,8.0,,8.0,,10.0,,28.0,,12.0,,,,5.0
F,171552,                  Prevotellaceae,74.0,116.0,32.0,212.0,,95.0,10.0,4.0,177.0,2.0,5.0,83.0,65.0,82.0,55.0,13.0,18.0,23.0,35.0,52.0,119.0,84.0,10.0,114.0,68.0,70.0,174.0,2.0,,,29.0,41.0,32.0,17.0,146.0,45.0,36.0,101.0,6.0,,50.0,8.0,17.0
P1,171558,              Bacteroidota incertae sedis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,
G,173479,                  Gemmatimonas,253.0,329.0,366.0,712.0,695.0,734.0,1049.0,808.0,608.0,723.0,594.0,639.0,752.0,665.0,605.0,97.0,107.0,212.0,544.0,466.0,504.0,650.0,525.0,496.0,468.0,559.0,480.0,168.0,212.0,308.0,529.0,474.0,597.0,553.0,560.0,478.0,523.0,588.0,568.0,469.0,504.0,479.0,594.0
G,174708,                Allobaculum,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
G,174951,                Ramlibacter,1616.0,3623.0,3307.0,5803.0,6433.0,6628.0,14103.0,9633.0,6475.0,10136.0,11003.0,11756.0,19247.0,15138.0,16244.0,825.0,650.0,1168.0,4470.0,3354.0,2884.0,5088.0,3879.0,3156.0,5237.0,6206.0,5043.0,2094.0,2447.0,4085.0,8305.0,4762.0,7888.0,7764.0,7936.0,7242.0,10380.0,9994.0,11290.0,3792.0,4938.0,5090.0,9800.0
G,175304,                Lentibacillus,,,,6.0,,,,,,,,,,,,,6.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,
G,178440,                  Opitutus,484.0,747.0,878.0,668.0,910.0,887.0,1313.0,764.0,550.0,733.0,865.0,739.0,641.0,617.0,632.0,155.0,107.0,243.0,305.0,280.0,145.0,455.0,238.0,152.0,377.0,565.0,198.0,207.0,418.0,560.0,385.0,137.0,367.0,303.0,352.0,229.0,365.0,356.0,444.0,332.0,519.0,211.0,580.0
G,178469,                    Arenibacter,111.0,64.0,95.0,46.0,190.0,256.0,,104.0,89.0,24.0,28.0,29.0,14.0,,22.0,36.0,157.0,61.0,83.0,133.0,303.0,63.0,93.0,326.0,93.0,113.0,117.0,20.0,18.0,34.0,12.0,45.0,45.0,15.0,19.0,43.0,,120.0,,91.0,51.0,44.0,16.0
G,180162,                Cetobacterium,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,6.0,,,,,,,,,,,,,,,,
G,180541,                Salinisphaera,2.0,2.0,6.0,3.0,7.0,21.0,5.0,5.0,8.0,23.0,16.0,8.0,27.0,25.0,22.0,5.0,,6.0,9.0,8.0,17.0,15.0,13.0,13.0,3.0,,6.0,4.0,,4.0,9.0,7.0,5.0,22.0,3.0,,6.0,11.0,11.0,8.0,,4.0,9.0
G,182269,                Aurantimonas,45.0,68.0,91.0,24.0,42.0,31.0,66.0,83.0,74.0,74.0,74.0,142.0,71.0,51.0,,76.0,77.0,70.0,50.0,13.0,7.0,66.0,31.0,49.0,87.0,95.0,66.0,15.0,56.0,41.0,20.0,42.0,8.0,29.0,24.0,29.0,49.0,27.0,55.0,47.0,42.0,28.0,29.0
